username,department,role,event_type,hour,failed_logins_10m,denied_accesses_10m,unique_resources_30m,off_hours,role_mismatch,device_mismatch,recent_password_reset,successful_recovery,department_resource_mismatch,resource_sensitivity,recent_endpoints_used,time_since_last_event_seconds,sequence_pattern,historical_user_deviation,user_baseline_risk,repeated_resource_accesses,resource_traversal_count,label
victoria,office_admin,Office Manager,login_success,17,0,0,5,0,0,0,0,1,0,4,1,770,password_reset_recovery,0.11,0.18,0,1,human_error
theo,sales,Junior Sales Executive,password_reset,13,0,1,3,0,0,0,0,1,1,3,1,484,single_access_mistake,0.338,0.15,4,3,human_error
daniel,finance,Senior Accountant,file_access_denied,12,4,1,3,0,0,0,1,1,0,2,1,810,routine_access,0.103,0.15,1,1,human_error
mia,hr,HR Administrator,password_reset,16,1,0,1,0,0,0,1,1,0,3,1,468,routine_access,0.425,0.151,2,3,human_error
jack,sales,Senior Sales Executive,login_success,18,3,1,2,1,1,0,0,1,0,4,1,235,routine_access,0.523,0.189,4,4,human_error
ethan,hr,HR Advisor,file_access_denied,9,1,0,2,0,1,0,1,0,0,2,1,114,failed_login_recovery,0.17,0.212,3,2,human_error
sam,it,Junior IT Support Technician,password_reset,15,4,0,2,0,1,0,0,0,0,3,1,626,password_reset_recovery,0.512,0.065,2,2,human_error
mason,hr,Recruitment Coordinator,password_reset,11,0,2,4,0,0,0,1,1,1,4,1,131,routine_access,0.449,0.237,3,4,human_error
freya,sales,Sales Executive,login_failure,11,1,2,2,0,1,0,0,1,0,1,1,454,failed_login_recovery,0.205,0.113,5,2,human_error
george,sales,Business Development Executive,login_failure,9,2,2,2,0,0,0,1,0,1,1,1,631,single_access_mistake,0.446,0.073,2,2,human_error
daniel,finance,Senior Accountant,login_failure,12,3,1,3,0,0,0,0,1,0,2,1,676,routine_access,0.503,0.178,3,2,human_error
amelia,hr,Senior HR Advisor,password_reset,13,1,1,5,0,0,0,0,1,0,2,1,342,failed_login_recovery,0.26,0.231,1,2,human_error
theo,sales,Junior Sales Executive,login_failure,13,4,1,3,0,0,0,1,0,0,3,1,682,failed_login_recovery,0.428,0.221,4,3,human_error
ethan,hr,HR Advisor,login_failure,9,1,1,4,0,1,0,0,1,0,2,2,576,routine_access,0.523,0.256,3,2,human_error
lucas,sales,Sales Manager,file_access_denied,7,3,1,3,1,1,0,0,1,0,3,1,349,failed_login_recovery,0.184,0.065,4,4,human_error
ruby,sales,Sales Executive,password_reset,9,4,1,3,0,1,0,0,1,0,3,1,893,routine_access,0.414,0.213,3,4,human_error
henry,sales,Account Executive,password_reset,9,1,0,3,0,1,0,1,0,1,2,1,885,failed_login_recovery,0.293,0.147,1,2,human_error
adam,it,Senior IT Support Engineer,file_access_denied,16,4,2,5,0,0,0,0,0,0,2,1,511,password_reset_recovery,0.501,0.251,4,1,human_error
adam,it,Senior IT Support Engineer,password_reset,10,0,1,5,0,0,0,0,1,1,4,2,720,single_access_mistake,0.422,0.198,5,3,human_error
callum,it,IT Support Technician,login_failure,14,4,0,4,0,0,0,1,0,0,3,1,645,password_reset_recovery,0.193,0.132,1,1,human_error
alfie,sales,Sales Executive,password_reset,18,4,1,1,0,1,0,0,1,0,3,1,615,single_access_mistake,0.366,0.138,4,3,human_error
noah,finance,Credit Controller,password_reset,14,1,2,5,0,1,0,1,0,0,1,2,53,failed_login_recovery,0.533,0.19,2,3,human_error
nina,office_admin,Site Administrator,password_reset,15,0,2,3,0,0,0,1,1,0,2,2,762,routine_access,0.549,0.259,4,3,human_error
callum,it,IT Support Technician,password_reset,15,0,1,1,0,1,0,1,1,1,2,1,822,password_reset_recovery,0.424,0.194,4,1,human_error
poppy,sales,Sales Administrator,password_reset,13,1,1,5,0,1,0,1,1,0,2,3,893,password_reset_recovery,0.308,0.055,3,3,human_error
amelia,hr,Senior HR Advisor,login_failure,15,4,0,4,0,0,0,0,1,1,3,1,440,failed_login_recovery,0.43,0.274,5,2,human_error
alex,it,IT Manager,password_reset,14,3,0,4,0,0,0,0,0,1,1,1,145,password_reset_recovery,0.325,0.266,2,1,human_error
sophie,finance,Payroll Administrator,login_failure,12,4,1,4,0,0,0,0,1,0,2,1,419,routine_access,0.323,0.069,3,1,human_error
ryan,it,Network Administrator,file_access_denied,14,2,1,3,0,1,0,0,0,0,2,1,233,routine_access,0.432,0.095,4,3,human_error
olivia,finance,Financial Reporting Accountant,file_access_denied,16,2,2,1,0,0,0,0,0,0,3,1,11,routine_access,0.199,0.074,5,4,human_error
ella,sales,Senior Sales Executive,file_access_denied,11,1,0,5,0,0,0,1,0,1,2,1,68,password_reset_recovery,0.174,0.271,0,4,human_error
zoe,it,Systems Administrator,login_failure,15,4,2,5,0,1,0,1,0,0,1,1,347,routine_access,0.381,0.249,4,4,human_error
amelia,hr,Senior HR Advisor,login_success,8,0,2,1,0,0,0,1,1,1,1,1,773,routine_access,0.21,0.108,0,2,human_error
oscar,sales,Sales Executive,login_success,8,3,0,5,0,0,0,0,1,0,4,2,846,routine_access,0.19,0.149,5,4,human_error
alex,it,IT Manager,login_success,8,1,0,5,0,0,0,0,1,1,1,1,900,routine_access,0.189,0.068,1,2,human_error
sophie,finance,Payroll Administrator,login_success,10,4,2,2,0,0,0,1,1,0,2,2,560,single_access_mistake,0.523,0.116,0,4,human_error
ruby,sales,Sales Executive,password_reset,9,3,1,2,0,1,0,0,1,0,4,1,282,failed_login_recovery,0.381,0.138,3,2,human_error
sarah,hr,HR Manager,login_failure,22,4,2,2,1,0,0,0,1,0,2,1,258,password_reset_recovery,0.44,0.183,4,3,human_error
lucas,sales,Sales Manager,file_access_denied,10,0,1,3,0,0,0,0,1,1,1,1,185,failed_login_recovery,0.503,0.108,0,3,human_error
hannah,it,Security Administrator,login_success,13,3,2,3,0,0,0,1,0,0,4,2,209,single_access_mistake,0.233,0.091,0,3,human_error
daisy,sales,Business Development Executive,login_success,9,1,2,2,0,0,0,1,1,0,3,1,891,single_access_mistake,0.196,0.153,5,4,human_error
jack,sales,Senior Sales Executive,file_access_denied,16,1,0,2,0,0,0,0,1,0,3,1,523,password_reset_recovery,0.108,0.288,3,2,human_error
ryan,it,Network Administrator,file_access_denied,17,0,2,3,0,1,0,0,1,0,1,1,537,failed_login_recovery,0.459,0.121,3,3,human_error
isla,hr,Recruitment Advisor,file_access_denied,12,0,0,4,0,0,0,1,1,1,3,1,220,password_reset_recovery,0.282,0.127,0,3,human_error
rosie,sales,Sales Support Coordinator,login_failure,13,4,2,5,0,0,1,1,1,0,4,1,610,password_reset_recovery,0.254,0.232,3,3,human_error
ella,sales,Senior Sales Executive,login_success,19,1,1,4,1,0,0,0,1,0,2,1,539,password_reset_recovery,0.257,0.115,3,4,human_error
ruby,sales,Sales Executive,file_access_denied,18,1,0,1,0,0,0,1,1,1,3,1,293,failed_login_recovery,0.336,0.096,4,3,human_error
zoe,it,Systems Administrator,password_reset,9,0,2,5,0,1,0,1,1,0,4,1,332,routine_access,0.174,0.234,5,1,human_error
hannah,it,Security Administrator,file_access_denied,11,3,1,4,0,0,0,0,1,0,3,1,642,password_reset_recovery,0.461,0.183,3,1,human_error
adam,it,Senior IT Support Engineer,password_reset,13,2,0,3,0,0,0,0,0,1,2,1,809,password_reset_recovery,0.409,0.185,3,1,human_error
ruby,sales,Sales Executive,password_reset,11,3,1,3,0,0,1,0,1,0,3,1,240,failed_login_recovery,0.422,0.191,2,1,human_error
ruby,sales,Sales Executive,file_access_denied,16,3,2,2,0,1,0,1,0,0,4,2,330,routine_access,0.309,0.136,2,2,human_error
lucas,sales,Sales Manager,login_success,7,3,1,5,1,0,0,0,1,0,4,1,823,failed_login_recovery,0.498,0.066,2,1,human_error
ava,hr,Employee Relations Advisor,login_success,6,4,0,4,1,0,0,0,0,0,1,1,835,failed_login_recovery,0.463,0.158,4,3,human_error
olivia,finance,Financial Reporting Accountant,login_failure,15,3,0,4,0,0,0,0,0,0,3,1,424,routine_access,0.288,0.165,2,1,human_error
millie,sales,Account Executive,login_failure,16,1,1,4,0,1,0,1,0,0,2,1,444,failed_login_recovery,0.157,0.286,1,1,human_error
lucy,it,Monitoring and Logging Analyst,file_access_denied,12,2,0,2,0,0,1,0,1,1,3,1,419,password_reset_recovery,0.411,0.099,5,1,human_error
megan,it,IT Support Engineer,file_access_denied,11,0,0,3,0,1,0,0,1,0,1,1,859,password_reset_recovery,0.467,0.143,1,4,human_error
chloe,hr,HR Advisor,file_access_denied,16,2,2,1,0,1,0,1,1,1,1,1,685,password_reset_recovery,0.345,0.295,3,4,human_error
grace,finance,Finance Manager,file_access_denied,7,2,1,3,1,1,1,1,1,0,3,1,572,single_access_mistake,0.354,0.098,5,1,human_error
ryan,it,Network Administrator,login_failure,9,4,2,2,0,0,1,1,1,0,2,1,506,single_access_mistake,0.471,0.162,2,2,human_error
sophie,finance,Payroll Administrator,login_success,15,0,2,3,0,0,0,1,1,1,1,1,53,single_access_mistake,0.431,0.078,0,2,human_error
archie,hr,HR Assistant,file_access_denied,17,2,1,2,0,1,0,0,0,0,2,1,394,routine_access,0.334,0.271,5,2,human_error
owen,it,Endpoint Administrator,login_failure,13,4,2,2,0,0,0,1,1,0,1,1,183,password_reset_recovery,0.43,0.278,0,1,human_error
ethan,hr,HR Advisor,login_success,22,0,2,4,1,0,0,1,0,0,1,1,536,single_access_mistake,0.135,0.068,1,2,human_error
sam,it,Junior IT Support Technician,password_reset,10,0,1,1,0,1,0,1,1,0,4,1,61,password_reset_recovery,0.319,0.254,2,4,human_error
erin,it,Identity and Access Administrator,file_access_denied,17,4,2,4,0,0,0,0,1,1,2,1,80,routine_access,0.133,0.279,3,3,human_error
noah,finance,Credit Controller,login_failure,6,2,0,1,1,0,0,1,1,1,3,2,527,password_reset_recovery,0.148,0.188,4,3,human_error
hannah,it,Security Administrator,login_failure,12,0,0,1,0,0,0,1,1,0,4,1,670,single_access_mistake,0.319,0.234,3,3,human_error
theo,sales,Junior Sales Executive,file_access_denied,15,3,0,2,0,1,0,0,1,0,4,1,742,single_access_mistake,0.191,0.158,2,2,human_error
rosie,sales,Sales Support Coordinator,login_success,14,0,0,2,0,1,0,0,1,0,3,2,843,routine_access,0.126,0.28,1,1,human_error
hannah,it,Security Administrator,password_reset,22,2,1,1,1,0,0,0,1,1,1,1,397,single_access_mistake,0.543,0.238,1,3,human_error
sam,it,Junior IT Support Technician,login_success,10,0,0,4,0,1,0,0,1,0,1,1,494,routine_access,0.369,0.144,3,4,human_error
amelia,hr,Senior HR Advisor,login_failure,15,3,0,5,0,0,0,0,1,0,1,1,335,failed_login_recovery,0.22,0.255,4,4,human_error
nathan,it,Senior Systems Administrator,password_reset,12,0,0,1,0,1,0,0,1,0,4,1,331,routine_access,0.202,0.172,1,2,human_error
theo,sales,Junior Sales Executive,login_failure,12,4,2,1,0,0,0,1,1,0,2,1,292,single_access_mistake,0.277,0.256,5,2,human_error
sarah,hr,HR Manager,login_failure,11,2,2,3,0,1,0,1,0,0,1,2,162,single_access_mistake,0.245,0.28,4,4,human_error
hannah,it,Security Administrator,login_success,14,2,0,1,0,0,0,0,1,0,2,1,426,single_access_mistake,0.313,0.137,3,1,human_error
ben,office_admin,Deputy Office Manager,login_failure,15,2,0,2,0,0,0,0,1,1,4,1,314,failed_login_recovery,0.252,0.058,4,3,human_error
poppy,sales,Sales Administrator,login_failure,14,1,2,4,0,0,0,1,1,0,4,1,656,failed_login_recovery,0.366,0.251,4,4,human_error
ava,hr,Employee Relations Advisor,file_access_denied,7,4,1,5,1,1,0,0,1,0,1,1,564,failed_login_recovery,0.136,0.16,2,2,human_error
alfie,sales,Sales Executive,password_reset,12,3,1,2,0,0,1,1,1,0,2,1,310,single_access_mistake,0.371,0.092,4,4,human_error
lucy,it,Monitoring and Logging Analyst,password_reset,15,2,0,5,0,1,0,0,1,0,2,1,190,password_reset_recovery,0.351,0.134,1,1,human_error
olivia,finance,Financial Reporting Accountant,file_access_denied,9,3,0,4,0,0,0,0,0,0,2,1,133,single_access_mistake,0.357,0.148,4,1,human_error
noah,finance,Credit Controller,file_access_denied,10,2,1,4,0,0,0,1,0,0,4,1,688,single_access_mistake,0.109,0.057,2,2,human_error
ava,hr,Employee Relations Advisor,file_access_denied,12,0,1,5,0,0,0,1,1,0,3,1,183,routine_access,0.339,0.182,3,1,human_error
jack,sales,Senior Sales Executive,login_failure,11,0,1,2,0,0,0,1,0,1,2,1,364,password_reset_recovery,0.475,0.089,3,1,human_error
amelia,hr,Senior HR Advisor,login_success,17,2,1,4,0,0,0,1,1,0,2,1,102,failed_login_recovery,0.404,0.172,3,3,human_error
sophie,finance,Payroll Administrator,login_failure,13,0,0,2,0,0,0,0,0,1,4,1,700,failed_login_recovery,0.398,0.158,0,3,human_error
jake,finance,Financial Analyst,login_success,16,0,0,3,0,0,0,1,1,0,3,1,826,failed_login_recovery,0.335,0.23,3,3,human_error
alfie,sales,Sales Executive,login_success,13,4,2,1,0,0,0,0,0,1,2,2,466,password_reset_recovery,0.27,0.267,4,2,human_error
owen,it,Endpoint Administrator,password_reset,15,3,0,4,0,0,0,1,1,0,4,1,526,routine_access,0.491,0.142,3,3,human_error
lucy,it,Monitoring and Logging Analyst,login_failure,16,0,1,2,0,0,0,1,1,0,2,1,325,failed_login_recovery,0.401,0.141,0,1,human_error
olivia,finance,Financial Reporting Accountant,password_reset,8,3,0,5,0,0,0,0,1,0,2,1,571,password_reset_recovery,0.531,0.122,5,4,human_error
isla,hr,Recruitment Advisor,login_success,6,1,1,1,1,0,0,1,0,0,3,1,28,password_reset_recovery,0.508,0.197,4,4,human_error
zoe,it,Systems Administrator,login_failure,11,2,0,3,0,0,0,1,1,1,4,1,496,routine_access,0.372,0.134,4,3,human_error
nathan,it,Senior Systems Administrator,login_success,17,4,0,4,0,0,0,1,1,0,3,1,276,password_reset_recovery,0.339,0.163,0,1,human_error
amelia,hr,Senior HR Advisor,file_access_denied,14,4,0,2,0,0,0,0,1,0,4,1,199,routine_access,0.441,0.093,3,1,human_error
nina,office_admin,Site Administrator,password_reset,15,3,0,2,0,0,0,0,0,0,4,2,422,single_access_mistake,0.407,0.053,2,2,human_error
sarah,hr,HR Manager,login_failure,7,3,1,4,1,0,0,0,0,0,3,1,14,single_access_mistake,0.46,0.292,4,1,human_error
grace,finance,Finance Manager,file_access_denied,8,0,1,3,0,0,0,0,1,0,2,2,675,failed_login_recovery,0.146,0.192,0,2,human_error
jake,finance,Financial Analyst,password_reset,8,1,1,1,0,0,0,1,0,0,2,1,213,routine_access,0.308,0.065,1,4,human_error
lily,hr,HR Assistant,login_failure,17,1,0,1,0,0,0,1,1,0,2,1,89,single_access_mistake,0.177,0.219,1,4,human_error
erin,it,Identity and Access Administrator,password_reset,16,3,2,2,0,0,0,0,1,1,1,1,589,failed_login_recovery,0.468,0.067,5,3,human_error
charlie,sales,Sales Support Assistant,password_reset,14,0,0,5,0,0,0,1,1,0,4,2,66,single_access_mistake,0.337,0.055,2,2,human_error
emma,finance,Accounts Payable Assistant,login_failure,12,2,1,3,0,1,0,0,1,0,2,2,367,routine_access,0.431,0.153,2,3,human_error
ethan,hr,HR Advisor,password_reset,17,4,1,1,0,1,0,1,0,0,2,1,292,routine_access,0.532,0.215,0,2,human_error
chloe,hr,HR Advisor,file_access_denied,13,2,2,1,0,0,0,0,1,1,1,1,227,failed_login_recovery,0.348,0.236,4,4,human_error
chloe,hr,HR Advisor,file_access_denied,12,4,0,3,0,1,0,0,1,0,4,2,482,routine_access,0.464,0.254,1,4,human_error
sarah,hr,HR Manager,login_success,13,4,2,3,0,1,0,1,0,0,2,1,328,failed_login_recovery,0.169,0.122,5,1,human_error
mason,hr,Recruitment Coordinator,login_success,15,4,0,2,0,1,0,0,0,0,3,2,67,single_access_mistake,0.53,0.193,1,1,human_error
ava,hr,Employee Relations Advisor,login_failure,16,3,0,1,0,0,0,0,1,0,2,1,710,routine_access,0.449,0.26,3,4,human_error
owen,it,Endpoint Administrator,file_access_denied,7,3,0,4,1,0,0,1,1,1,2,1,458,password_reset_recovery,0.123,0.222,3,1,human_error
sarah,hr,HR Manager,password_reset,11,3,1,2,0,0,0,0,1,0,4,1,698,failed_login_recovery,0.511,0.159,1,3,human_error
ben,office_admin,Deputy Office Manager,file_access_denied,8,2,2,1,0,0,0,1,1,0,2,1,230,single_access_mistake,0.169,0.233,4,3,human_error
daisy,sales,Business Development Executive,login_success,16,0,2,5,0,0,0,1,0,0,4,2,618,failed_login_recovery,0.54,0.127,5,2,human_error
amelia,hr,Senior HR Advisor,login_success,15,2,1,2,0,0,0,0,1,0,3,1,436,password_reset_recovery,0.522,0.064,0,3,human_error
grace,finance,Finance Manager,login_failure,18,1,0,3,0,0,0,1,1,0,4,1,488,routine_access,0.1,0.192,0,3,human_error
adam,it,Senior IT Support Engineer,file_access_denied,8,2,0,2,0,1,0,1,1,1,1,1,426,failed_login_recovery,0.143,0.206,1,1,human_error
nina,office_admin,Site Administrator,login_success,9,1,1,3,0,0,0,0,0,0,1,1,292,failed_login_recovery,0.332,0.28,0,3,human_error
owen,it,Endpoint Administrator,file_access_denied,14,0,1,5,0,0,0,0,1,1,4,1,637,failed_login_recovery,0.191,0.265,5,2,human_error
george,sales,Business Development Executive,login_failure,10,3,0,1,0,1,0,0,1,1,1,1,269,single_access_mistake,0.235,0.164,3,2,human_error
jack,sales,Senior Sales Executive,password_reset,13,1,2,5,0,0,0,1,1,0,2,2,44,failed_login_recovery,0.447,0.147,1,4,human_error
adam,it,Senior IT Support Engineer,login_success,16,2,0,5,0,0,0,0,1,0,4,1,332,failed_login_recovery,0.305,0.21,0,1,human_error
freya,sales,Sales Executive,file_access_denied,15,3,2,4,0,1,0,0,1,1,1,2,752,failed_login_recovery,0.243,0.055,4,1,human_error
sarah,hr,HR Manager,login_success,10,4,2,3,0,0,0,0,1,0,4,1,182,failed_login_recovery,0.122,0.095,4,1,human_error
george,sales,Business Development Executive,password_reset,6,0,1,2,1,0,0,1,1,0,1,1,630,single_access_mistake,0.185,0.195,2,4,human_error
george,sales,Business Development Executive,password_reset,12,4,2,5,0,0,0,0,1,0,3,2,462,single_access_mistake,0.139,0.24,4,2,human_error
sarah,hr,HR Manager,file_access_denied,16,0,1,2,0,0,0,1,1,1,1,1,378,failed_login_recovery,0.141,0.256,4,2,human_error
henry,sales,Account Executive,password_reset,12,2,1,2,0,0,0,0,1,0,1,1,679,routine_access,0.238,0.226,0,3,human_error
archie,hr,HR Assistant,login_failure,13,1,1,1,0,0,0,0,1,0,1,1,69,failed_login_recovery,0.236,0.266,0,2,human_error
jake,finance,Financial Analyst,file_access_denied,10,3,2,4,0,1,0,1,1,0,3,1,58,password_reset_recovery,0.266,0.25,4,2,human_error
noah,finance,Credit Controller,login_success,22,4,0,4,1,0,0,0,1,0,4,1,106,password_reset_recovery,0.321,0.11,4,1,human_error
rosie,sales,Sales Support Coordinator,password_reset,16,0,2,4,0,0,0,1,1,0,3,1,120,single_access_mistake,0.333,0.092,0,1,human_error
jack,sales,Senior Sales Executive,password_reset,15,3,1,3,0,0,1,0,1,0,2,2,849,password_reset_recovery,0.483,0.155,4,3,human_error
leo,hr,Learning and Development Coordinator,login_success,17,3,1,4,0,0,0,1,0,1,2,2,18,password_reset_recovery,0.478,0.072,4,4,human_error
theo,sales,Junior Sales Executive,file_access_denied,7,3,1,4,1,1,0,0,1,0,1,1,527,failed_login_recovery,0.433,0.126,2,2,human_error
ruby,sales,Sales Executive,login_success,10,2,2,3,0,1,0,0,0,1,2,2,400,single_access_mistake,0.527,0.156,4,4,human_error
charlie,sales,Sales Support Assistant,login_failure,14,1,2,3,0,0,0,0,1,0,3,2,853,single_access_mistake,0.293,0.135,5,2,human_error
amelia,hr,Senior HR Advisor,login_failure,14,0,1,5,0,1,1,1,1,0,4,1,701,routine_access,0.504,0.108,3,3,human_error
henry,sales,Account Executive,login_success,8,4,1,4,0,0,0,1,0,1,1,1,262,routine_access,0.439,0.129,5,2,human_error
mia,hr,HR Administrator,password_reset,13,4,1,2,0,1,0,1,1,0,1,1,716,single_access_mistake,0.235,0.145,2,1,human_error
hannah,it,Security Administrator,password_reset,11,4,0,2,0,0,0,1,1,0,1,1,158,routine_access,0.48,0.247,4,3,human_error
george,sales,Business Development Executive,login_success,17,3,2,4,0,0,0,0,1,0,2,1,886,single_access_mistake,0.513,0.123,5,3,human_error
sam,it,Junior IT Support Technician,login_failure,12,2,2,3,0,0,0,1,1,0,1,1,13,routine_access,0.316,0.239,0,1,human_error
mason,hr,Recruitment Coordinator,login_failure,18,0,1,3,0,0,0,1,1,1,4,2,841,routine_access,0.389,0.107,4,1,human_error
alex,it,IT Manager,login_success,21,1,0,1,1,0,0,0,0,0,3,2,554,failed_login_recovery,0.355,0.208,2,1,human_error
ruby,sales,Sales Executive,login_failure,10,0,0,1,0,0,0,1,0,0,2,1,453,password_reset_recovery,0.241,0.092,5,4,human_error
nathan,it,Senior Systems Administrator,login_failure,9,0,1,5,0,0,0,1,0,0,2,3,695,password_reset_recovery,0.428,0.166,3,3,human_error
adam,it,Senior IT Support Engineer,password_reset,10,4,2,4,0,0,0,0,1,0,2,1,190,password_reset_recovery,0.427,0.161,3,2,human_error
poppy,sales,Sales Administrator,login_success,9,3,0,4,0,0,0,1,1,0,1,1,672,failed_login_recovery,0.226,0.198,4,3,human_error
erin,it,Identity and Access Administrator,password_reset,15,3,1,2,0,0,0,1,1,0,4,1,369,single_access_mistake,0.479,0.275,2,4,human_error
noah,finance,Credit Controller,login_failure,15,1,1,4,0,0,0,0,1,0,2,1,433,single_access_mistake,0.196,0.078,1,1,human_error
zoe,it,Systems Administrator,login_failure,22,0,1,5,1,0,0,0,0,1,4,1,775,failed_login_recovery,0.448,0.105,4,3,human_error
jack,sales,Senior Sales Executive,login_failure,13,3,1,2,0,0,0,0,1,0,1,1,686,password_reset_recovery,0.185,0.295,3,3,human_error
amelia,hr,Senior HR Advisor,login_success,9,3,1,5,0,0,0,0,1,0,3,1,563,password_reset_recovery,0.448,0.234,4,4,human_error
alex,it,IT Manager,login_failure,21,2,1,5,1,0,0,0,0,0,3,1,840,failed_login_recovery,0.472,0.265,2,2,human_error
nathan,it,Senior Systems Administrator,file_access_denied,10,2,2,3,0,0,0,1,0,0,1,1,205,routine_access,0.402,0.264,3,2,human_error
adam,it,Senior IT Support Engineer,login_failure,10,3,0,5,0,0,0,0,0,0,4,2,417,failed_login_recovery,0.239,0.16,1,1,human_error
lucas,sales,Sales Manager,password_reset,10,3,0,4,0,0,0,1,0,0,3,1,475,failed_login_recovery,0.226,0.184,2,3,human_error
mason,hr,Recruitment Coordinator,file_access_denied,15,4,0,3,0,0,0,1,0,0,3,2,522,failed_login_recovery,0.156,0.073,3,1,human_error
megan,it,IT Support Engineer,login_success,17,4,2,1,0,1,0,1,0,0,4,2,763,password_reset_recovery,0.231,0.273,2,3,human_error
nathan,it,Senior Systems Administrator,password_reset,15,1,2,2,0,0,0,0,0,1,1,2,798,failed_login_recovery,0.501,0.054,4,4,human_error
noah,finance,Credit Controller,login_success,19,3,2,1,1,0,0,0,0,0,3,1,701,failed_login_recovery,0.487,0.11,1,2,human_error
archie,hr,HR Assistant,login_failure,13,4,0,1,0,1,0,0,1,0,1,1,502,password_reset_recovery,0.375,0.268,4,1,human_error
grace,finance,Finance Manager,login_failure,15,1,1,4,0,0,0,0,1,0,1,1,367,failed_login_recovery,0.427,0.05,5,4,human_error
chloe,hr,HR Advisor,file_access_denied,16,4,2,2,0,1,0,0,0,0,4,1,803,routine_access,0.208,0.175,1,1,human_error
theo,sales,Junior Sales Executive,login_failure,12,1,2,5,0,1,0,1,0,0,1,2,324,routine_access,0.42,0.198,3,2,human_error
ryan,it,Network Administrator,login_success,12,0,1,4,0,0,1,1,1,1,3,1,539,routine_access,0.121,0.054,2,2,human_error
charlie,sales,Sales Support Assistant,password_reset,10,0,0,1,0,0,0,1,1,0,2,1,515,single_access_mistake,0.162,0.154,0,1,human_error
owen,it,Endpoint Administrator,login_success,17,0,0,2,0,0,0,0,1,1,1,1,35,routine_access,0.284,0.056,2,3,human_error
poppy,sales,Sales Administrator,login_failure,12,4,0,5,0,0,0,1,1,0,3,1,427,single_access_mistake,0.206,0.07,3,3,human_error
ruby,sales,Sales Executive,file_access_denied,10,3,2,4,0,0,0,1,0,0,3,1,753,routine_access,0.422,0.236,3,3,human_error
harry,hr,People Operations Administrator,file_access_denied,9,2,1,1,0,1,0,1,1,0,3,1,847,routine_access,0.174,0.12,2,4,human_error
adam,it,Senior IT Support Engineer,password_reset,15,1,0,3,0,1,0,0,1,0,1,1,529,single_access_mistake,0.371,0.292,4,3,human_error
noah,finance,Credit Controller,password_reset,15,0,1,3,0,1,0,0,1,0,4,1,232,password_reset_recovery,0.542,0.136,0,4,human_error
ryan,it,Network Administrator,file_access_denied,15,3,2,5,0,0,0,0,1,1,3,1,589,routine_access,0.164,0.118,2,1,human_error
charlie,sales,Sales Support Assistant,file_access_denied,10,1,1,3,0,0,0,0,1,0,3,2,332,failed_login_recovery,0.346,0.194,2,1,human_error
hannah,it,Security Administrator,file_access_denied,17,2,0,1,0,0,0,0,1,0,2,1,385,routine_access,0.209,0.228,3,2,human_error
ella,sales,Senior Sales Executive,login_success,20,1,2,3,1,1,1,0,1,1,1,1,535,single_access_mistake,0.256,0.197,0,2,human_error
nina,office_admin,Site Administrator,login_success,12,2,1,3,0,0,0,1,1,0,3,1,259,failed_login_recovery,0.424,0.268,4,3,human_error
daisy,sales,Business Development Executive,password_reset,6,2,0,2,1,0,0,0,1,0,1,1,198,routine_access,0.411,0.158,5,4,human_error
megan,it,IT Support Engineer,login_failure,9,1,0,1,0,1,0,1,1,1,4,1,47,password_reset_recovery,0.176,0.249,2,2,human_error
nina,office_admin,Site Administrator,login_success,11,3,0,1,0,0,0,0,1,1,4,2,808,password_reset_recovery,0.182,0.265,5,3,human_error
ethan,hr,HR Advisor,login_failure,13,4,1,3,0,1,0,0,0,0,2,2,268,password_reset_recovery,0.222,0.064,2,3,human_error
hannah,it,Security Administrator,file_access_denied,9,1,0,3,0,1,0,0,0,1,4,1,449,routine_access,0.333,0.193,1,1,human_error
erin,it,Identity and Access Administrator,password_reset,13,2,2,4,0,0,0,0,1,0,1,1,734,routine_access,0.5,0.24,5,2,human_error
hannah,it,Security Administrator,file_access_denied,15,2,1,1,0,0,0,0,1,1,4,2,559,routine_access,0.537,0.085,4,3,human_error
ruby,sales,Sales Executive,login_success,16,4,2,4,0,0,0,1,0,1,2,1,134,single_access_mistake,0.393,0.272,5,1,human_error
charlie,sales,Sales Support Assistant,file_access_denied,6,0,0,3,1,1,0,0,1,0,2,1,180,routine_access,0.366,0.051,5,2,human_error
jake,finance,Financial Analyst,login_success,8,3,1,3,0,0,0,1,1,1,2,1,91,password_reset_recovery,0.28,0.295,0,4,human_error
alfie,sales,Sales Executive,login_success,13,3,0,2,0,1,0,0,1,1,1,1,395,failed_login_recovery,0.324,0.245,3,1,human_error
isla,hr,Recruitment Advisor,login_failure,6,1,2,1,1,0,0,0,1,0,2,1,412,failed_login_recovery,0.157,0.241,4,2,human_error
jack,sales,Senior Sales Executive,login_failure,14,1,0,1,0,0,0,1,1,0,1,1,678,failed_login_recovery,0.464,0.266,1,3,human_error
daisy,sales,Business Development Executive,file_access_denied,9,1,2,4,0,0,0,1,1,0,3,1,468,password_reset_recovery,0.506,0.072,5,2,human_error
sam,it,Junior IT Support Technician,login_success,16,1,2,3,0,1,0,0,1,0,3,2,679,routine_access,0.275,0.243,4,3,human_error
ryan,it,Network Administrator,login_success,14,0,2,1,0,1,0,1,1,0,2,1,572,password_reset_recovery,0.445,0.129,5,1,human_error
